epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.852155,3.80099,3.89945,3.06695,0,0,0,0,4.13297,4.964,3.8683,0.001429,0.001429,0.001429
